layer_id,lat,lon,name,plant_code,county,technology,capacity,sector,inr,fuel,mw,zone,poi,entity,funnel_stage,group,under_construction,commissioned,capacity_mw,operator,voltage,osm_id,depth_ft,use,aquifer,project,manu,model,cap_kw,year
eia860_plants,31.7569,-106.375,Copper,9,EL PASO,Natural Gas Fired Combustion Turbine,,Electric Utility,,NG,,,,,,,,1980,86.9,El Paso Electric Co,,,,,,,,,,
eia860_plants,31.4219,-96.2525,Limestone,298,LIMESTONE,Conventional Steam Coal,,IPP Non-CHP,,SUB,,,,,,,,1985,1849.8,NRG Texas Power LLC,,,,,,,,,,
eia860_plants,29.87056,-98.194733,Canyon,791,COMAL,,,Electric Utility,,,,,,,,,,,,Guadalupe Blanco River Authority,,,,,,,,,,
eia860_plants,33.068473,-96.963806,Lewisville,794,DENTON,Conventional Hydroelectric,,Electric Utility,,WAT,,,,,,,,1992,2.8,City of Garland - (TX),,,,,,,,,,
eia860_plants,28.829535,-100.552234,Eagle Pass,3437,MAVERICK,Conventional Hydroelectric,,IPP Non-CHP,,WAT,,,,,,,,1932,9.6,Maverick Cty Water Control & Improvement,,,,,,,,,,
eia860_plants,27.5667,-99.5089,Laredo,3439,WEBB,Natural Gas Fired Combustion Turbine,,Electric Utility,,NG,,,,,,,,2008,263.6,City of San Antonio - (TX),,,,,,,,,,
eia860_plants,27.819412,-97.419203,Nueces Bay,3441,NUECES,Natural Gas Fired Combined Cycle,,Electric Utility,,NG,,,,,,,,1972,730.2,City of San Antonio - (TX),,,,,,,,,,
eia860_plants,28.7883,-97.01,Victoria,3443,VICTORIA,Natural Gas Fired Combined Cycle,,IPP Non-CHP,,NG,,,,,,,,1963,376.9,"Victoria WLE, LP",,,,,,,,,,
eia860_plants,32.8358,-96.5458,Lake Hubbard,3452,DALLAS,Natural Gas Steam Turbine,,IPP Non-CHP,,NG,,,,,,,,1970,927.5,Luminant Generation Company LLC,,,,,,,,,,
eia860_plants,32.7231,-96.9358,Mountain Creek,3453,DALLAS,Natural Gas Steam Turbine,,IPP Non-CHP,,NG,,,,,,,,1956,852.2,"Mountain Creek Power, LLC",,,,,,,,,,
eia860_plants,32.950556,-96.975,North Lake,3454,DALLAS,,,IPP Non-CHP,,,,,,,,,,,,Luminant Generation Company LLC,,,,,,,,,,
eia860_plants,32.776667,-96.723333,Parkdale,3455,DALLAS,,,IPP Non-CHP,,,,,,,,,,,,Luminant Generation Company LLC,,,,,,,,,,
eia860_plants,31.983587,-106.431777,Newman,3456,EL PASO,Natural Gas Fired Combined Cycle,,Electric Utility,,NG,,,,,,,,1960,1109.8,El Paso Electric Co,,,,,,,,,,
eia860_plants,30.4356,-95.5214,Lewis Creek,3457,MONTGOMERY,Natural Gas Steam Turbine,,Electric Utility,,NG,,,,,,,,1970,542.8,Entergy Texas Inc.,,,,,,,,,,
eia860_plants,30.0242,-93.878,Sabine,3459,ORANGE,Natural Gas Steam Turbine,,Electric Utility,,NG,,,,,,,,1962,1811.8,Entergy Texas Inc.,,,,,,,,,,
eia860_plants,29.75,-94.9256,Cedar Bayou,3460,CHAMBERS,Natural Gas Steam Turbine,,IPP Non-CHP,,NG,,,,,,,,1970,1530.0,NRG Texas Power LLC,,,,,,,,,,
eia860_plants,29.822201,-95.219429,Greens Bayou,3464,HARRIS,Natural Gas Fired Combustion Turbine,,IPP Non-CHP,,NG,,,,,,,,1976,432.0,NRG Texas Power LLC,,,,,,,,,,
eia860_plants,29.486667,-94.979444,P H Robinson,3466,GALVESTON,,,IPP Non-CHP,,,,,,,,,,,,NRG Texas Power LLC,,,,,,,,,,
eia860_plants,29.726775,-95.059827,Sam Bertron,3468,HARRIS,,,IPP Non-CHP,,,,,,,,,,,,NRG Texas Power LLC,,,,,,,,,,
eia860_plants,29.9417,-95.5306,T H Wharton,3469,HARRIS,Natural Gas Fired Combined Cycle,,IPP Non-CHP,,NG,,,,,,,,1967,1189.9,NRG Texas Power LLC,,,,,,,,,,
