agreement_id,agmt_type,taxing_unit,govt_name,govt_type,applicant,county,commissioned,abatement_status,reinvestment_zone,property_value,detail_url,lat,lon,coords_source
000004043,abatement,Chambers County,Chambers,County,Enterprise Products Operating LLC (Frac XII),Chambers,2019-12-23,Inactive,Enterprise Products Operating Reinvestment Zone,10000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004043,29.692991,-94.638378,ldad_county_centroid
000004044,abatement,Chambers County,Chambers,County,Enterprise Products Operating LLC (Frac XIV),Chambers,2019-12-23,Inactive,Enterprise Products Operating Reinvestment Zone,10000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004044,29.692991,-94.638378,ldad_county_centroid
000004045,abatement,Chambers County,Chambers,County,Enterprise Products Operating LLC (Hydrotreater),Chambers,2019-12-23,Active,Enterprise Products Operating Reinvestment Zone,10000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004045,29.692991,-94.638378,ldad_county_centroid
000004046,abatement,Chambers County,Chambers,County,Enterprise Products Operating LLC (ISOM),Chambers,2019-12-23,Active,Enterprise Products Operating Reinvestment Zone,10000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004046,29.692991,-94.638378,ldad_county_centroid
000004047,abatement,Chambers County,Chambers,County,Enterprise Products Operating LLC (PDH3),Chambers,2019-12-23,Active,Enterprise Products Operating Reinvestment Zone,10000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004047,29.692991,-94.638378,ldad_county_centroid
000004048,abatement,Chambers County,Chambers,County,Enterprise Products Operating LLC Phase 2,Chambers,2016-12-27,Active,Enterprise Products Operating Reinvestment Zone,175590,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004048,29.692991,-94.638378,ldad_county_centroid
000004049,abatement,Chambers County,Chambers,County,Enterprise Products Operating LLP (PDH2),Chambers,2019-12-23,Deleted,Enterprise Products Operating Reinvestment Zone,10000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004049,29.692991,-94.638378,ldad_county_centroid
000004050,abatement,Chambers County,Chambers,County,Mont Belvieu Caverns LLC,Chambers,2013-02-26,Active,Enterprise Products Operating Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004050,29.692991,-94.638378,ldad_county_centroid
000004051,abatement,Nueces County,Nueces,County,EPIC Y-Grade,Nueces,2017-11-29,Active,EPIC Y-Grande Reinvestment Zone,179641,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004051,27.777019,-97.480542,ldad_county_centroid
000004052,abatement,Jefferson County,Jefferson,County,Exxon Mobil Oil Corp,Jefferson,2016-02-21,Expired,Exxon Mobil Beaumont Refinery Reinvestment Zone,15862,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004052,29.846719,-94.120728,ldad_county_centroid
000004053,abatement,Jefferson County,Jefferson,County,Exxon Mobil Oil Corp,Jefferson,2016-09-16,Active,Exxon Mobil Beaumont Refinery Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004053,29.846719,-94.120728,ldad_county_centroid
000004054,abatement,Jefferson County,Jefferson,County,Exxon Mobil Oil Corp,Jefferson,2015-12-07,Deleted,Exxon Mobil BPEX Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004054,29.846719,-94.120728,ldad_county_centroid
000004055,abatement,Jefferson County,Jefferson,County,Exxon Mobil Oil Corp,Jefferson,2016-12-02,Active,Exxon Mobil BPEX Reinvestment Zone,3827000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004055,29.846719,-94.120728,ldad_county_centroid
000004056,abatement,Jefferson County,Jefferson,County,Exxon Mobil Oil Corp,Jefferson,2015-12-07,Active,Exxon Mobil Refinery Complex Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004056,29.846719,-94.120728,ldad_county_centroid
000004057,abatement,Chambers County,Chambers,County,Exxon Mobil Corporation,Chambers,2013-10-08,Expired,Exxon Mobile North American Reinvestment Zone,1190000000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004057,29.692991,-94.638378,ldad_county_centroid
000004058,abatement,Falls County,Falls,County,Marlin Solar,Falls,2016-01-25,Expired,Falls County Reinvestment Zone 1,164340,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004058,31.253265,-96.939037,ldad_county_centroid
000004059,abatement,Scurry County,Scurry,County,Fluvanna Wind Energy LLC/Terna Energy USA,Scurry,2016-02-17,Active,Fluvanna Wind Reinvestment Zone #2,185100000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004059,32.748041,-100.916625,ldad_county_centroid
000004061,abatement,Beaumont City,Beaumont,City,Enterprise Refined Products County LLC,Jefferson,2017-09-15,Active,Gatsby Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004061,29.846719,-94.120728,ldad_county_centroid
000004062,abatement,Jefferson County,Jefferson,County,Enterprise Refined Products County LLC,Jefferson,2018-10-10,Expired,Gatsby Reinvestment Zone,37157078,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004062,29.846719,-94.120728,ldad_county_centroid
000004063,abatement,Grayson County,Grayson,County,Whitesboro Solar LLC,Grayson,2017-11-07,Active,Grayson County Reinvestment Zone #1,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004063,33.678735,-96.661962,ldad_county_centroid
000004064,abatement,Harris County,Harris,County,Greenwood Property LP & Chasewood Crossing Three L,Harris,2018-12-04,Active,Greenwood Property Reinvestment Zone #2,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004064,29.833942,-95.385967,ldad_county_centroid
000004065,abatement,Guadalupe County,Guadalupe,County,Tinker and Rasor,Guadalupe,2018-08-28,Expired,Guadalupe County Reinvestment Zone #1,4564,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004065,29.611795,-97.964652,ldad_county_centroid
000004067,abatement,Hale County,Hale,County,Abernathy Solar LLC,Hale,2022-03-30,Active,Hale County Reinvestment Zone #10,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004067,34.069484,-101.826333,ldad_county_centroid
000004068,abatement,Hardeman County,Hardeman,County,Innovative Solar,Hardeman,2022-03-14,Active,Hardeman County Reinvestment Zone TX 165,600110,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004068,34.314968,-99.736513,ldad_county_centroid
000004069,abatement,Quanah City,Quanah,City,Panhandle Compress County,Hardeman,2020-12-28,Expired,City of Quanah Reinvestment Zone #2,6140,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004069,34.314968,-99.736513,ldad_county_centroid
000004070,abatement,Hardin County,Hardin,County,South Hampton Resources Inc,Hardin,2016-08-08,Active,Hardin County Arromax II Reinvestment Zone,11580600,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004070,30.312072,-94.386829,ldad_county_centroid
000004071,abatement,Harrison County,Harrison,County,General Cable Industries Inc,Harrison,2016-03-28,Expired,Harrison County CGI Reinvestment Zone #1,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004071,32.559802,-94.372450,ldad_county_centroid
000004072,abatement,Harrison County,Harrison,County,General Cable Industries Inc,Harrison,2016-03-28,Expired,Harrison County Single Enterprise Project Reinvestment Zone,19496210,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004072,32.559802,-94.372450,ldad_county_centroid
000004073,abatement,Bexar County,Bexar,County,HEB Grocery Company LP,Bexar,2018-10-02,Active,HEB Grocery Reinvestment Zone,7454810,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004073,29.438375,-98.471953,ldad_county_centroid
000004074,abatement,Henderson County,Henderson,County,Forest Grove LLC,Henderson,2022-12-15,Active,Henderson County Forest Grove Reinvestment Zone,11630483,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004074,32.182428,-95.818550,ldad_county_centroid
000004075,abatement,Hill County,Hill,County,BT Pitts Dudik Solar LLC,Hill,2019-08-27,Active,Hill County Reinvestment Zone #005,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004075,31.987721,-97.121908,ldad_county_centroid
000004076,abatement,Hill County,Hill,County,Hubbard Wind LLC,Hill,2020-10-27,Active,Hill County Reinvestment Zone #006,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004076,31.987721,-97.121908,ldad_county_centroid
000004077,abatement,Hill County,Hill,County,Hill Solar I LLC,Hill,2021-09-28,Inactive,Hill County Reinvestment Zone #007,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004077,31.987721,-97.121908,ldad_county_centroid
000004078,abatement,Hood County,Hood,County,Wolf Hollow II Power LLC,Hood,2015-03-09,Expired,Hood County Wolf Hollow II Reinvestment Zone,1982410,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004078,32.396472,-97.816842,ldad_county_centroid
000004079,abatement,Hunt County,Hunt,County,Sabert Corporation,Hunt,2017-09-26,Active,Hunt County 6601 FM 1570 Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004079,33.123246,-96.079482,ldad_county_centroid
000004080,abatement,Hunt County,Hunt,County,STN Real Property Holdings LLC,Hunt,2017-09-26,Active,Hunt County 6601 FM 1570 Reinvestment Zone,1300000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004080,33.123246,-96.079482,ldad_county_centroid
000004081,abatement,Hunt County,Hunt,County,Overkill Property Ltd,Hunt,2014-05-27,Expired,Hunt County 6725 FM 1570 Reinvestment Zone,227360,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004081,33.123246,-96.079482,ldad_county_centroid
000004082,abatement,Hunt County,Hunt,County,Hallmark Solar LLC,Hunt,2018-05-10,Active,Hunt County Hallmark Solar Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004082,33.123246,-96.079482,ldad_county_centroid
000004083,abatement,Hunt County,Hunt,County,Leon Solar LLC,Hunt,2018-04-10,Active,Hunt County Leon Solar Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004083,33.123246,-96.079482,ldad_county_centroid
000004084,abatement,Hunt County,Hunt,County,HP Hood LLC,Hunt,2021-12-28,Active,Hunt County Reinvestment Zone #1,62280,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004084,33.123246,-96.079482,ldad_county_centroid
000004085,abatement,Hunt County,Hunt,County,Sabert Corp,Hunt,2017-09-26,Active,Hunt County Reinvestment Zone #1,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004085,33.123246,-96.079482,ldad_county_centroid
000004086,abatement,Hunt County,Hunt,County,Overkill Property Ltd,Hunt,2014-05-27,Expired,Hunt County Reinvestment Zone #2,227360,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004086,33.123246,-96.079482,ldad_county_centroid
000004087,abatement,Hunt County,Hunt,County,Hallmark Solar LLC,Hunt,2018-04-10,Active,Hunt County Reinvestment Zone #3,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004087,33.123246,-96.079482,ldad_county_centroid
000004088,abatement,Hunt County,Hunt,County,Sterling Solar LLC,Hunt,2018-05-10,Active,Hunt County Reinvestment Zone #4,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004088,33.123246,-96.079482,ldad_county_centroid
000004089,abatement,Hunt County,Hunt,County,Leon Solar LLC,Hunt,2017-11-14,Active,Hunt County Reinvestment Zone #5,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004089,33.123246,-96.079482,ldad_county_centroid
000004090,abatement,Hunt County,Hunt,County,Caddo Mills Solar LLC,Hunt,2020-04-28,Expired,Hunt County Reinvestment Zone #6,198420,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004090,33.123246,-96.079482,ldad_county_centroid
000004091,abatement,Hunt County,Hunt,County,Lone Oak Solar LLC,Hunt,2020-04-28,Expired,Hunt County Reinvestment Zone #7,386100,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004091,33.123246,-96.079482,ldad_county_centroid
000004092,abatement,Hunt County,Hunt,County,Wieland Solar LLC,Hunt,2020-04-28,Expired,Hunt County Reinvestment Zone #8,150850,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004092,33.123246,-96.079482,ldad_county_centroid
000004093,abatement,Hunt County,Hunt,County,Sterling Solar LLC,Hunt,2018-04-10,Active,Hunt County Sterling Solar Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004093,33.123246,-96.079482,ldad_county_centroid
000004094,abatement,Chambers County,Chambers,County,Hunting Energy Services Inc,Chambers,2013-10-08,Expired,Hunting Energy Services Reinvestment Zone,145850,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004094,29.692991,-94.638378,ldad_county_centroid
000004096,abatement,Brazoria County,Brazoria,County,INEOS USA LLC,Brazoria,2017-06-22,Expired,INEOS USA Reinvestment Zone #1,46500,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004096,29.182353,-95.456046,ldad_county_centroid
000004097,abatement,Victoria County,Victoria,County,Invista S.A.R.L.,Victoria,2012-06-20,Active,Invista S.A.R.L. Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004097,28.795015,-96.936764,ldad_county_centroid
000004098,abatement,Whitehouse City,Whitehouse,City,Jasper Ventures Inc,Smith,2018-11-15,Expired,Jasper Ventures Reinvestment Zone #1,848890,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004098,32.411279,-95.246048,ldad_county_centroid
000004099,abatement,Smith County,Smith,County,Jasper Ventures Inc,Smith,2018-11-15,Expired,Jasper Ventures Reinvestment Zone #2,982296,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004099,32.411279,-95.246048,ldad_county_centroid
000004100,abatement,Jefferson County,Jefferson,County,Arkema Inc,Jefferson,2017-06-06,Active,Jefferson County Arkema Reinvestment Zone,100758938,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004100,29.846719,-94.120728,ldad_county_centroid
000004101,abatement,Jefferson County,Jefferson,County,BASF Corporation,Jefferson,2013-12-31,Expired,Jefferson County BASF Reinvestment Zone,36849300,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004101,29.846719,-94.120728,ldad_county_centroid
000004102,abatement,Jefferson County,Jefferson,County,Coastal Caverns 1 LP,Jefferson,2017-10-02,Active,Jefferson County Coastal Caverns Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004102,29.846719,-94.120728,ldad_county_centroid
000004103,abatement,Jefferson County,Jefferson,County,Coastal Caverns 1 LP (Phases 1-5),Jefferson,2017-10-10,Active,Jefferson County Coastal Caverns Reinvestment Zone,28700000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004103,29.846719,-94.120728,ldad_county_centroid
000004104,abatement,Jefferson County,Jefferson,County,Colonial Pipeline LLC,Jefferson,2017-09-25,Expired,Jefferson County Colonial Pipeline Reinvestment Zone,14995000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004104,29.846719,-94.120728,ldad_county_centroid
000004105,abatement,Jefferson County,Jefferson,County,Dow Chemical County,Jefferson,2017-12-11,Deleted,Jefferson County Dow Chemical Reinvestment Zone,19455400,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004105,29.846719,-94.120728,ldad_county_centroid
000004106,abatement,Jefferson County,Jefferson,County,Dow Chemical County,Jefferson,2017-12-11,Expired,Jefferson County Dow Chemical Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004106,29.846719,-94.120728,ldad_county_centroid
000004107,abatement,Jefferson County,Jefferson,County,Exxon Mobil,Jefferson,2016-12-12,Active,Jefferson County Exxon Mobil Reinvestment Zone,900000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004107,29.846719,-94.120728,ldad_county_centroid
000004108,abatement,Jefferson County,Jefferson,County,G.T. Logistics LLC,Jefferson,2021-01-26,Active,Jefferson County GT Logistics Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004108,29.846719,-94.120728,ldad_county_centroid
000004109,abatement,Orange County,Orange,County,Jefferson Gulf Coast Energy Partners LLC,Orange,2018-02-27,Active,Jefferson Gulf Coast Energy Partners Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004109,30.054650,-93.874804,ldad_county_centroid
000004110,abatement,Smith County,Smith,County,John Soules Foods Inc,Smith,2018-05-29,Expired,John Soules Foods Reinvestment Zone,14410819,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004110,32.411279,-95.246048,ldad_county_centroid
000004111,abatement,Johnson County,Johnson,County,AMPD Industries LLC,Johnson,2021-10-08,Expired,Johnson County AM Fabrication Reinvestment Zone,749219,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004111,32.344071,-97.351156,ldad_county_centroid
000004112,abatement,Johnson County,Johnson,County,Louis Vuitton U.S. Manufacturing Inc,Johnson,2017-10-18,Active,Johnson County Project Mustang Reinvestment Zone,940000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004112,32.344071,-97.351156,ldad_county_centroid
000004113,abatement,Mont Belvieu City,Mont Belvieu,City,JRI Investments LLC,Liberty,2018-05-30,Expired,JRI Reinvestment Zone,63000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004113,30.188748,-94.864402,ldad_county_centroid
000004114,abatement,Chambers County,Chambers,County,JSW Steel USA Inc,Chambers,2018-05-29,Deleted,JSW Steel Reinvestment Zone,20500000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004114,29.692991,-94.638378,ldad_county_centroid
000004115,abatement,Kenedy County,Kenedy,County,Baffin Wind LLC.,Kenedy,2013-10-15,Expired,Kenedy County Reinvestment Zone #1,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004115,26.940839,-97.651264,ldad_county_centroid
000004116,abatement,Kenedy County,Kenedy,County,Stella Wind Farm LLC,Kenedy,2017-09-11,Active,Kenedy County Reinvestment Zone #3,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004116,26.940839,-97.651264,ldad_county_centroid
000004117,abatement,Kilgore City,Kilgore,City,O.G. Dallas Ryder Trucks & Orgill,Gregg,2018-07-09,Active,Kilgore Orgill Reinvestment Zone,17955000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004117,32.513401,-94.844422,ldad_county_centroid
000004118,abatement,Commerce City,Commerce,City,Nexus Commerce Property LLC,Hunt,2021-11-15,Active,Knight Street Reinvestment Zone,4033050,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004118,33.123246,-96.079482,ldad_county_centroid
000004119,abatement,Lacy-Lakeview City,Lacy-Lakeview,City,Road Ranger,Mclennan,2016-04-12,Active,Lacy Lakeview Reinvestment Zone #2,1434760,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004119,31.553792,-97.202128,ldad_county_centroid
000004120,abatement,Lamb County,Lamb,County,Continental Dairy Facilities Southwest LLC & Reel,Lamb,2016-07-11,Active,Lamb County Continental Dairy Reinvestment Zone #3,2000000,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004120,34.069484,-102.351725,ldad_county_centroid
000004121,abatement,Laredo City,Laredo,City,Laredo Outlet Shoppes LLC,Webb,2016-02-05,Active,Laredo Reinvestment Zone,2799050,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004121,27.732058,-99.286381,ldad_county_centroid
000004122,abatement,Parmer County,Parmer,County,Lazbuddie Wind Energy II LLC,Parmer,2021-05-24,Active,Lazbuddie Wind Energy II Reinvestment Zone,,https://comptroller.texas.gov/economy/development/search-tools/ch312/abatements-details.php?id=000004122,34.530169,-102.784326,ldad_county_centroid
